date,forecast_occupancy
2027-07-01,0.6080872400675106
2027-08-01,0.6433129665691103
2027-09-01,0.6785386930707099
2027-10-01,0.7137644195723096
2027-11-01,0.7489901460739092
2027-12-01,0.7842158725755088
