host_id,listings_count,avg_price,avg_rating,superhost_ratio,cluster_id
160993219,2,463.54499999999996,4.96,0.0,1
161027046,1,542.5,5.0,0.0,1
162137718,1,202.0,4.98,1.0,0
162183412,1,257.2,4.91,0.0,1
162419166,1,150.33,4.93,1.0,0
162726921,1,252.29,5.0,0.0,1
163243187,2,514.61,4.985,1.0,0
163339428,4,648.285,4.945,1.0,0
163722561,1,149.73,4.44,0.0,1
165656350,1,217.0,4.98,1.0,0
165901112,1,252.29,5.0,1.0,0
166501084,1,204.67,4.92,1.0,0
167037749,2,331.265,4.165,0.0,1
167608343,1,157.67,4.92,1.0,0
168622682,1,224.03,4.7,1.0,0
169087871,3,292.2033333333333,4.3566666666666665,1.0,0
169857439,1,252.29,5.0,1.0,0
169948922,1,204.67,5.0,1.0,0
170206683,2,442.0,4.965,1.0,0
170427853,1,155.45,4.9,1.0,0
170765678,2,118.25,4.8100000000000005,0.0,1
172270819,2,70.695,5.0,1.0,0
172278627,6,195.5666666666667,4.788333333333333,1.0,0
172361613,1,147.57,5.0,1.0,0
172411153,1,252.29,4.92,0.0,1
172548751,1,77.6,5.0,0.0,1
172784084,2,251.675,4.8100000000000005,0.0,1
173448361,1,180.7,5.0,1.0,0
173606548,1,1056.0,5.0,0.0,1
174218347,1,300.07,5.0,1.0,0
174219801,1,140.13,5.0,0.0,1
174792040,37,869.165945945946,4.73972972972973,0.0,1
174876683,1,272.5,4.98,1.0,0
174981520,2,119.5,4.8,1.0,0
175004196,2,1799.5,4.96,0.0,1
175886315,1,189.0,4.88,0.0,1
175969733,4,241.24249999999998,4.855,1.0,0
176896176,2,301.0,4.715,0.0,1
177152067,1,791.98,4.9,1.0,0
177224235,1,252.29,4.92,0.0,1
177394339,1,251.33,4.97,1.0,0
178126462,1,284.87,4.92,1.0,0
178425455,2,186.995,4.640000000000001,0.0,1
179161726,1,200.0,4.98,1.0,0
179291294,1,20.98,5.0,0.0,1
179579054,1,252.29,5.0,0.0,1
179605934,2,346.005,4.92,0.0,1
180733810,2,941.4749999999999,4.92,0.0,1
180924732,1,252.29,4.92,0.0,1
181128204,1,335.67,5.0,0.0,1
181489269,1,2151.0,4.88,0.0,1
182006798,1,282.47,4.67,0.0,1
182682615,1,742.0,4.98,1.0,0
182770575,2,850.0,4.960000000000001,1.0,0
183605554,2,347.75,4.995,1.0,0
183605903,1,170.23,4.92,0.0,1
183828403,3,105.17,4.733333333333333,1.0,0
184700906,1,252.29,4.75,1.0,0
185695167,1,571.0,5.0,0.0,1
186337254,1,252.29,4.93,1.0,0
186363498,1,170.19,5.0,1.0,0
186454974,1,453.05,4.89,1.0,0
187334221,1,194.0,4.45,0.0,1
187372008,1,410.82,4.87,1.0,0
187400738,2,401.645,4.984999999999999,1.0,0
188173660,3,176.33333333333334,4.866666666666666,1.0,0
189245739,2,82.9,4.5,1.0,0
189485548,1,234.0,4.89,1.0,0
189799327,1,358.9,4.88,1.0,0
189845056,1,230.17,4.5,0.0,1
189949162,5,143.85999999999999,4.914,1.0,0
190158687,1,252.29,5.0,0.0,1
190646714,2,308.25,4.995,1.0,0
190708243,1,580.0,5.0,0.0,1
190781435,1,218.42,5.0,0.0,1
190800963,1,305.5,4.94,1.0,0
191024298,5,300.0,4.952,0.0,1
191314376,5,286.66999999999996,4.8,1.0,0
191612875,1,189.0,4.6,0.0,1
191621741,2,237.85000000000002,4.955,0.0,1
192137752,1,265.5,4.99,1.0,0
192327974,2,58.03,4.92,0.0,1
192937557,1,646.33,4.92,0.0,1
193098973,1,63.33,5.0,1.0,0
193858881,1,252.29,5.0,1.0,0
194777159,2,292.895,4.21,0.0,1
195421716,2,637.75,4.970000000000001,1.0,0
195860965,1,232.3,4.85,0.0,1
196142120,1,525.67,4.95,1.0,0
196455417,2,199.8,4.9350000000000005,1.0,0
196492399,1,411.0,4.92,0.0,1
196618375,1,428.0,4.5,0.0,1
197365826,1,168.03,4.96,1.0,0
197518156,1,300.6,5.0,1.0,0
197574853,1,465.6,4.96,1.0,0
197727716,1,58.03,5.0,0.0,1
197823507,1,315.0,4.78,1.0,0
197998357,2,536.5,4.845000000000001,1.0,0
198038138,1,1231.0,4.5,0.0,1
199349788,1,453.33,5.0,0.0,1
199470829,1,252.29,4.6,0.0,1
200306264,1,455.5,5.0,1.0,0
200417396,2,553.825,4.93,1.0,0
200818212,1,252.29,5.0,1.0,0
