date,forecast_occupancy
2027-07-01,0.6339074704849005
2027-08-01,0.6810686445634917
2027-09-01,0.7282298186420828
2027-10-01,0.7753909927206739
2027-11-01,0.822552166799265
2027-12-01,0.8697133408778562
